id,isClick
391825,0.08270765881514905
391826,0.08427504780437953
391827,0.04664523961619908
391828,0.05065654104820175
391829,0.12650540685592598
391830,0.049378583647698066
391831,0.015310066210901812
391832,0.021727270565270608
391833,0.06820728763035255
391834,0.0640329439853336
391835,0.06284250175738045
391836,0.0602768085207252
391837,0.06442662558597632
391838,0.046748057744699305
391839,0.08371544205535675
391840,0.05557290392305066
391841,0.04817479500267988
391842,0.04449955666979019
391843,0.02578824478731185
391844,0.022395505375430568
391845,0.061823725326200174
391846,0.077899746915324
391847,0.06609605408185876
391848,0.02511272623608142
391849,0.022914198549259236
391850,0.05767396378597882
391851,0.024569937828284958
391852,0.028855893296041685
391853,0.05187339669282977
391854,0.04779889247877381
391855,0.04525865789450345
391856,0.022742975959330745
391857,0.023680933352426776
391858,0.05523541205030115
391859,0.06472942333596292
391860,0.04925156993105833
391861,0.047059423555590126
391862,0.044371324904133286
391863,0.03777752213743706
391864,0.035668781167469764
391865,0.05890698302378264
391866,0.07278732137498005
391867,0.07426382032659193
391868,0.1140030541251686
391869,0.08265344130874089
391870,0.06309696588936323
391871,0.05259780497853024
391872,0.10864488446061207
391873,0.07213585519902123
391874,0.059237622943286564
391875,0.046598204852102
391876,0.017242170109676706
391877,0.039292651079121506
391878,0.036635751591998264
391879,0.03413691906735192
391880,0.05362776410081732
391881,0.03875941893687325
391882,0.05061648081526024
391883,0.06656303364915679
391884,0.044023270995915464
391885,0.06031935099184191
391886,0.042651724204388564
391887,0.21280450728003664
391888,0.2525725922158141
391889,0.061607079467118665
391890,0.07080503128850849
391891,0.051581106156657563
391892,0.09699413211678361
391893,0.05752939366996623
391894,0.05838207682807327
391895,0.03840809121796461
391896,0.11217232505253108
391897,0.0480069527542137
391898,0.03840809121796461
391899,0.036192090662122214
391900,0.09653603398042426
391901,0.05084984702933113
391902,0.06505164288446647
391903,0.08482517888851672
391904,0.06001098120080102
391905,0.05097849770287335
391906,0.07698570868156009
391907,0.05274615704934639
391908,0.15500322901448887
391909,0.017285156997813713
391910,0.029204789524958478
391911,0.09621195618267424
391912,0.025213411693731796
391913,0.028294214149217248
391914,0.023121827110029757
391915,0.08406302195578616
391916,0.11377990806198998
391917,0.1098226106454396
391918,0.02499472164161873
391919,0.054118571675627905
391920,0.06487902332743344
391921,0.03255645008904261
391922,0.028784934642064955
391923,0.21280450728003664
391924,0.23222421589329834
391925,0.03927654380174272
391926,0.0646031838583323
391927,0.013123456008541
391928,0.03003468173789884
391929,0.028379609787924205
391930,0.07176860077429767
391931,0.05661973009881632
391932,0.017147138768525874
391933,0.020676247651308932
391934,0.014790946166217761
391935,0.06052093520383496
391936,0.04905834055554324
391937,0.06810542978984713
391938,0.017147138768525874
391939,0.015736969381049612
391940,0.05187395519343026
391941,0.09253783459584652
391942,0.026182082857105216
391943,0.02495532549597012
391944,0.2578685695470928
391945,0.19002104309451034
391946,0.17670056236921633
391947,0.028695075094516527
391948,0.04676478251763541
391949,0.059325590089119015
391950,0.04524950224669069
391951,0.06958667888297543
391952,0.12883997461532168
391953,0.03397111107411446
391954,0.019358313740153555
391955,0.018086573983062654
391956,0.0781175554791226
391957,0.06981727445071205
391958,0.05581420709673067
391959,0.020494295949490687
391960,0.0632196687499648
391961,0.04087703143977438
391962,0.03973230951340075
391963,0.033606468758244405
391964,0.03255645008904261
391965,0.027169225957756525
391966,0.0685411676082928
391967,0.061158894065536824
391968,0.10210811682643117
391969,0.03868029523006675
391970,0.03751134142927331
391971,0.045957260968485444
391972,0.09566098773102727
391973,0.030076355106018162
391974,0.05722445993084923
391975,0.05532975616865163
391976,0.0257566989623592
391977,0.06958667888297543
391978,0.10991588686850574
391979,0.2578685695470928
391980,0.18209459306490575
391981,0.0571966292343075
391982,0.03524140079880818
391983,0.03897645192341525
391984,0.04623758047946796
391985,0.08975154637047805
391986,0.020355029741357937
391987,0.06121702567708523
391988,0.05561360682717144
391989,0.053878719375208134
391990,0.037140907236366906
391991,0.04120152939186779
391992,0.11629042149384639
391993,0.030586491060924464
391994,0.048215835837130794
391995,0.04841486780515445
391996,0.06632909968849635
391997,0.06673647908737453
391998,0.0549329901869915
391999,0.11509667677907205
392000,0.04573353808505276
392001,0.035161671213319604
392002,0.08476021234412788
392003,0.019604085324699923
392004,0.01921357658077115
392005,0.03811017484101256
392006,0.049758620051197425
392007,0.03977854716292141
392008,0.08162007047169056
392009,0.10063666172020796
392010,0.05856805407384675
392011,0.07695933961740492
392012,0.06749984742197404
392013,0.0528569327251419
392014,0.07052691194734607
392015,0.05511383597129533
392016,0.048718419041440336
